name,type,breed,color,sex,size,date_of_birth,impound_number,kennel_number,animal_id,intake_date,outcome_date,days_in_shelter,intake_type,intake_subtype,outcome_type,outcome_subtype,intake_condition,outcome_condition,intake_jurisdiction,outcome_jurisdiction,outcome_zip_code,location,sex_clean,age_at_outcome,age_at_intake
NA,CAT,DOMESTIC SH,BRN TABBY,Female,SMALL,NA,K15-015609,SMM,A326295,2015-08-25,2015-09-01,7,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,NA,NA,NA,Male,NA,NA
NA,CAT,DOMESTIC SH,WHITE/BLACK,Male,SMALL,NA,K17-023152,TX,A351194,2017-04-17,2017-04-17,0,STRAY,FIELD,EUTHANIZE,INJ SEVERE,TREATABLE/REHAB,UNTREATABLE,SANTA ROSA,NA,NA,NA,Male,NA,NA
PIG BEAR,DOG,CHINESE SHARPEI,BLACK,Female,MED,NA,K14-011293,DA23,A312790,2014-10-16,2014-10-21,5,CONFISCATE,FLD_CORONR,RETURN TO OWNER,OVER THE COUNTER_PRVS,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,*PETALUMA,94952,"94952
(38.236012, -122.730241)",Male,NA,NA
*BONNIE,CAT,DOMESTIC SH,GRAY/WHITE,Spayed,KITTN,2014-03-29,K14-008629,LOBBY,A306027,2014-04-29,2014-05-30,31,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL,TREATABLE/REHAB,HEALTHY,COUNTY,WINDSOR,95492,"95492
(38.541541, -122.809202)",Female,0.16986301369863,0.0849315068493151
KATY,CAT,DOMESTIC SH,GRAY/WHITE,Spayed,SMALL,2008-01-07,K13-007210,WESTFARM,A301087,2013-12-31,2014-02-10,41,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95436,"95436
(38.491884, -122.90672)",Female,6.0986301369863,5.98630136986301
GINGER,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,NA,K15-012735,SMM,A316651,2015-02-10,2015-02-23,13,STRAY,FIELD,EUTHANIZE,CON SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,NA,NA,NA,Female,NA,NA
PEEWEE,DOG,PIT BULL,BLACK,Neutered,LARGE,2007-05-29,K14-011677,DA14,A233801,2014-11-12,2015-02-09,89,STRAY,OVER THE COUNTER,EUTHANIZE,ILL MINOR,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95407,"95407
(38.403734, -122.736775)",Male,7.70684931506849,7.46301369863014
TIGRE,DOG,PIT BULL,BROWN,Male,LARGE,2012-07-21,K17-022689,DS82,A335276,2017-03-03,2017-03-14,11,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,NA,NA,NA,Male,4.64931506849315,4.61917808219178
SIMBA,DOG,COCKER SPAN,RED,Neutered,SMALL,2005-10-04,K17-025025,DS52,A347186,2017-08-25,2017-09-06,12,CONFISCATE,FLD_EVICT,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,11.9315068493151,11.8986301369863
NA,CAT,DOMESTIC SH,TORTIE/ORG TABBY,Spayed,SMALL,NA,K15-013018,CS06,A317479,2015-03-04,2015-03-06,2,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Female,NA,NA
CAPRICHO,DOG,LABRADOR RETR,YELLOW,Male,LARGE,2012-12-03,K15-016878,DQ117,A329818,2015-11-21,2015-12-03,12,QUARANTINE,FIELD_RETURN TO OWNER,RETURN TO OWNER,OVER THE COUNTER_NOTICE,HEALTHY,HEALTHY,COUNTY,COUNTY,95412,"95412
(38.705157, -123.351858)",Male,3,2.96712328767123
MARCO,CAT,DOMESTIC SH,BLACK,Neutered,MED,2008-06-02,K15-015079,CI01,A322609,2015-07-24,2015-08-15,22,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95404,"95404
(38.458384, -122.675588)",Male,7.20547945205479,7.14520547945205
NA,CAT,DOMESTIC SH,GRAY TABBY,Spayed,KITTN,2016-04-24,K16-019705,CS06,A339425,2016-07-09,2016-07-20,11,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,COUNTY,COUNTY,95401,"95401
(38.446019, -122.766748)",Female,0.238356164383562,0.208219178082192
NA,DOG,PIT BULL,BLACK/WHITE,Female,SMALL,2013-07-23,K14-009928,DS90,A309300,2014-07-23,2014-08-21,29,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,NA,NA,NA,Male,1.07945205479452,1
NA,CAT,DOMESTIC MH,BLACK/WHITE,Male,SMALL,NA,K15-012661,MISSING,A316412,2015-02-01,2015-02-17,16,QUARANTINE,FLD_STRAY,TRANSFER,FORGOTTEN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,NA,NA
*CHARLIE,DOG,GERM SHEPHERD,BLACK/TAN,Neutered,MED,2014-07-10,K16-018515,DQ117,A315690,2016-04-16,2016-06-25,70,CONFISCATE,FLD_CRUEL,TRANSFER,FAMILY DOG,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,OUT OF COUNTY,97206,"97206
(45.482846, -122.599304)",Male,1.96164383561644,1.76986301369863
PEPPER,DOG,LABRADOR RETR/SIBERIAN HUSKY,BLACK,Neutered,MED,2012-11-08,K16-018168,DS84,A313607,2016-03-22,2016-03-23,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,94952,"94952
(38.236012, -122.730241)",Male,3.37260273972603,3.36986301369863
HANNIBAL,DOG,MASTIFF/MIX,BLUE/WHITE,Male,X-LRG,NA,K17-024844,DS77,A356763,2017-08-14,2017-08-15,1,STRAY,VET_HOSP,RETURN TO OWNER,FLD_PRVS,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95476,"95476
(38.280393, -122.464588)",Male,NA,NA
CASEY,DOG,LABRADOR RETR,BLACK,Spayed,LARGE,2005-08-07,K15-015605,DS83,A324970,2015-08-24,2015-08-25,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,WINDSOR,WINDSOR,95492,"95492
(38.541541, -122.809202)",Female,10.0547945205479,10.0520547945205
*PETER,CAT,SIAMESE,SEAL PT,Neutered,KITTN,2014-07-24,K14-011449,CA02,A313054,2014-10-24,2014-11-01,8,STRAY,COMM CAT,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472
(38.394388, -122.850998)",Male,0.273972602739726,0.252054794520548
*COOPER,DOG,MASTIFF/MIX,BROWN,Neutered,LARGE,2016-06-29,K16-021876,DA19,A346221,2016-12-13,2017-01-03,21,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,83835,"83835
(47.79018, -116.590732)",Male,0.515068493150685,0.457534246575342
*SHIREEN,CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,2015-04-11,K15-014412,WESTFARM,A322853,2015-06-11,2015-07-07,26,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Female,0.238356164383562,0.167123287671233
KIBBLES,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,2012-07-15,K16-019976,CS05,A295514,2016-07-27,2016-08-18,22,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,RP SHELTER,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,*ROHNERT PARK,94928,"94928
(38.346718, -122.695947)",Female,4.0958904109589,4.03561643835616
NA,DOG,SIBERIAN HUSKY,BLACK/SILVER,Female,MED,NA,K17-025862,DS69,A362649,2017-10-16,2017-10-19,3,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407
(38.403734, -122.736775)",Male,NA,NA
NA,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,2015-04-26,K15-015555,CS06,A326232,2015-08-21,2015-08-27,6,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472
(38.394388, -122.850998)",Female,0.336986301369863,0.320547945205479
DILLON,DOG,GERM SHEPHERD/MIX,BLACK/TAN,Male,LARGE,2005-09-30,K15-015983,MISSING,A326996,2015-09-15,2015-10-15,30,TRANSFER,MUN_SHELT,TRANSFER,LCACC,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,OUT OF COUNTY,OUT OF COUNTY,95453,"95453
(39.043586, -122.936436)",Male,10.0465753424658,9.96438356164384
JD,DOG,PIT BULL,RED/WHITE,Neutered,MED,2013-02-28,K17-023785,DQ108,A338933,2017-06-05,2017-07-05,30,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_ARREST,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95401,"95401
(38.446019, -122.766748)",Male,4.35068493150685,4.26849315068493
SCRAPPY,DOG,TIBETAN TERR,WHITE/TAN,Neutered,MED,2003-03-30,K15-015421,DS79,A326021,2015-08-14,2015-08-14,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409
(38.458965, -122.630156)",Male,12.3835616438356,12.3835616438356
BISON,DOG,PIT BULL/MIX,WHITE/BLUE,Neutered,PUPPY,2015-07-04,K15-016066,TRUCK,A327240,2015-09-22,2015-09-22,0,STRAY,FIELD,RETURN TO OWNER,FLD_IDTAG,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95404,"95404
(38.458384, -122.675588)",Male,0.219178082191781,0.219178082191781
PEE WEE,DOG,POODLE TOY/MIX,WHITE,Neutered,SMALL,2007-04-14,K15-013557,DS89,A320094,2015-04-13,2015-04-14,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,8.00547945205479,8.0027397260274
*MICHAEL,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,2016-05-03,K16-020288,LOBBY,A340824,2016-08-13,2016-08-20,7,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492
(38.541541, -122.809202)",Male,0.298630136986301,0.279452054794521
HONEY,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,2011-05-01,K14-009509,CS04,A271764,2014-06-26,2014-07-05,9,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409
(38.458965, -122.630156)",Female,3.18082191780822,3.15616438356164
*COOKIE,DOG,MALTESE/MIX,WHITE/APRICOT,Spayed,TOY,2014-08-07,K15-013359,DA02,A319524,2015-03-28,2015-04-10,13,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Female,0.673972602739726,0.638356164383562
*EDDY,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,2016-05-11,K16-019265,LOBBY,A338212,2016-06-11,2016-07-07,26,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94930,"94930
(37.972497, -122.607804)",Male,0.156164383561644,0.0849315068493151
ANNE,CAT,DOMESTIC SH,BLK TABBY,Spayed,KITTN,2014-04-24,K14-008874,49ERPET,A306796,2014-05-16,2014-06-26,41,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,49ER PET,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928
(38.346718, -122.695947)",Female,0.172602739726027,0.0602739726027397
JOEY,DOG,LHASA APSO/MIX,TAN,Neutered,MED,2008-03-18,K14-007831,DA43,A231721,2014-02-22,2014-03-18,24,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405
(38.439152, -122.672541)",Male,6.0027397260274,5.93698630136986
NA,CAT,DOMESTIC MH,BRN TABBY,Neutered,KITTN,2015-05-30,K15-015171,CS06,A324780,2015-07-30,2015-08-04,5,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,COUNTY,COUNTY,94954,"94954
(38.245316, -122.59871)",Male,0.180821917808219,0.167123287671233
DIXIE,DOG,GERM SHEPHERD,BLACK/TAN,Spayed,LARGE,2013-11-15,K14-010528,DA14,A310828,2014-08-28,2014-09-17,20,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95472,"95472
(38.394388, -122.850998)",Female,0.838356164383562,0.783561643835616
PELUCHIN,DOG,COCKER SPAN/MIX,WHITE/BLACK,Male,SMALL,2005-01-06,K16-022031,DS88,A346771,2016-12-27,2017-01-06,10,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95442,"95442
(38.371317, -122.520506)",Male,12.0082191780822,11.9808219178082
EDUARDO,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,2012-09-01,K15-013465,CS04,A319869,2015-04-07,2015-04-21,14,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94508,"94508
(38.574483, -122.451366)",Male,2.63561643835616,2.5972602739726
SKY,DOG,SIBERIAN HUSKY,WHITE/GRAY,Spayed,LARGE,2014-04-17,K16-017773,DS68,A320057,2016-02-11,2016-02-27,16,STRAY,FIELD,RETURN TO OWNER,FLD_PRVS,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94558,"94558
(38.383156, -122.289164)",Female,1.86575342465753,1.82191780821918
NA,DOG,PIT BULL,BROWN,Female,MED,NA,K17-023502,DQ110,A352695,2017-05-15,2017-06-09,25,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,NA,NA,NA,Male,NA,NA
*ZINGER,CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,2015-08-01,K15-016218,LOBBY,A327878,2015-10-01,2015-10-09,8,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403
(38.486997, -122.749134)",Male,0.189041095890411,0.167123287671233
*ROSCOE,DOG,AUST KELPIE/MIX,BLACK/TAN,Neutered,LARGE,2006-06-25,K14-009472,DA13,A308308,2014-06-25,2014-08-23,59,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409
(38.458965, -122.630156)",Male,8.16712328767123,8.00547945205479
WINSTON,CAT,DOMESTIC LH,BRN TABBY,Neutered,SMALL,2012-06-15,K14-009185,CS05,A307741,2014-06-07,2014-06-17,10,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404
(38.458384, -122.675588)",Male,2.00547945205479,1.97808219178082
LILY,DOG,PIT BULL,BLUE,Female,MED,2015-11-12,K16-019730,DS74,A339487,2016-07-11,2016-07-12,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,WINDSOR,WINDSOR,95492,"95492
(38.541541, -122.809202)",Male,0.665753424657534,0.663013698630137
*JOCELYN,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,2014-04-03,K14-009108,LOBBY,A307529,2014-06-03,2014-06-10,7,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401
(38.446019, -122.766748)",Female,0.186301369863014,0.167123287671233
BEAU,DOG,PIT BULL,BLACK/WHITE,Neutered,MED,2013-06-14,K14-008068,DS64,A303951,2014-03-14,2014-04-30,47,TRANSFER,PRIV_SHELT,EUTHANIZE,BEH SEVERE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,NA,NA,NA,Male,0.876712328767123,0.747945205479452
*ABBY,DOG,PIT BULL/MIX,BR BRINDLE/WHITE,Spayed,LARGE,2013-05-09,K15-013896,LOBBY,A321482,2015-05-09,2015-06-20,42,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405
(38.439152, -122.672541)",Female,2.11506849315069,2
NA,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,LARGE,2013-01-17,K14-007378,CS06,A301665,2014-01-16,2014-01-21,5,TRANSFER,VET_HOSP,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,1.01095890410959,0.997260273972603
IKE,DOG,GERM SHEPHERD/MIX,TAN/BLACK,Neutered,MED,2009-09-25,K15-012419,DS82,A244980,2015-01-13,2015-01-29,16,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_LETTER,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401
(38.446019, -122.766748)",Male,5.34794520547945,5.3041095890411
*LEAH,DOG,PIT BULL/MIX,BLUE/WHITE,Spayed,MED,2012-05-26,K15-016727,DS80,A321568,2015-11-07,2015-12-01,24,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,TREATABLE/REHAB,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95405,"95405
(38.439152, -122.672541)",Female,3.51780821917808,3.45205479452055
JACK,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,1998-06-03,K16-019137,TX,A337924,2016-06-03,2016-06-03,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,*HEALDSBURG,95448,"95448
(38.618857, -122.861927)",Male,18.013698630137,18.013698630137
NA,CAT,DOMESTIC SH,BLACK/WHITE,Unknown,KITTN,NA,K14-009872,CS06,A309218,2014-07-18,2014-07-22,4,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,NA,NA
NA,CAT,DOMESTIC SH,BLACK,Unknown,SMALL,NA,K15-013935,CS06,A321593,2015-05-12,2015-05-12,0,STRAY,COMM CAT,TRANSFER,FORGOTTEN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,NA,NA
SOPHIE,CAT,DOMESTIC LH,TORTIE,Spayed,SMALL,2008-02-25,K15-012870,LOBBY,A316986,2015-02-21,2015-04-04,42,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,OUT OF COUNTY,COUNTY,95441,"95441
(38.729916, -122.883041)",Female,7.10958904109589,6.99452054794521
COCO,DOG,LABRADOR RETR/MIX,BROWN/TAN,Spayed,LARGE,2007-02-14,K14-007720,DA29,A302696,2014-02-14,2014-05-24,99,STRAY,FIELD,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,HEALTHY,COUNTY,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Female,7.27671232876712,7.00547945205479
*JIMMY,DOG,CHIHUAHUA SH/MIX,RED/WHITE,Male,SMALL,2016-05-18,K17-023509,DS95,A352713,2017-05-16,2017-07-27,72,STRAY,FIELD,EUTHANIZE,BEH SEVERE,UNKNOWN,UNTREATABLE,COUNTY,NA,NA,NA,Male,1.19178082191781,0.994520547945206
*ROCKY,DOG,PIT BULL/MIX,BLACK/WHITE,Neutered,PUPPY,2014-10-02,K15-012525,DA34,A316143,2015-01-24,2015-02-06,13,STRAY,PRIV_SHELT,ADOPTION,INTERNET,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,*PETALUMA,94954,"94954
(38.245316, -122.59871)",Male,0.347945205479452,0.312328767123288
SABOT,DOG,PIT BULL/BOXER,BR BRINDLE,Neutered,LARGE,2007-10-16,K16-020053,DS74,A240413,2016-07-31,2016-08-02,2,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_NOTICE,HEALTHY,HEALTHY,COUNTY,*PETALUMA,94952,"94952
(38.236012, -122.730241)",Male,8.8027397260274,8.7972602739726
SATIVA,DOG,PIT BULL,WHITE/GRAY,Spayed,MED,2012-06-09,K15-014387,DS66,A322803,2015-06-09,2015-06-13,4,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407
(38.403734, -122.736775)",Female,3.01095890410959,3
FRASIER,DOG,SCHNAUZER MIN/MIX,BROWN,Neutered,SMALL,2011-02-07,K17-023972,DA11,A354074,2017-06-16,2017-07-21,35,STRAY,FIELD,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95403,"95403
(38.486997, -122.749134)",Male,6.45479452054794,6.35890410958904
*MULAN,CAT,SIAMESE/MIX,LYNX PT,Spayed,KITTN,2015-11-09,K16-018037,CA03,A333950,2016-03-09,2016-03-17,8,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*HEALDSBURG,95448,"95448
(38.618857, -122.861927)",Female,0.353424657534247,0.331506849315069
JAGGER,DOG,PIT BULL,BLUE/WHITE,Neutered,MED,2013-11-18,K14-011493,DA32,A313138,2014-10-28,2015-02-14,109,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492
(38.541541, -122.809202)",Male,1.24109589041096,0.942465753424658
NA,CAT,DOMESTIC SH,SLVR TABBY,Female,KITTN,2017-05-17,K17-023848,RECEIVING,A353710,2017-06-08,2017-06-08,0,STRAY,OVER THE COUNTER,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,COUNTY,95407,"95407
(38.403734, -122.736775)",Male,0.0602739726027397,0.0602739726027397
BENSON,DOG,DOBERMAN PINSCH/MIX,BLACK/TAN,Neutered,LARGE,2008-11-23,K15-015101,DA38,A241374,2015-07-25,2015-09-17,54,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,OUT OF COUNTY,94553,"94553
(37.990808, -122.129782)",Male,6.81917808219178,6.67123287671233
NA,CAT,DOMESTIC SH,BRN TABBY/WHITE,Unknown,KITTN,2014-04-14,K14-009547,CS06,A308518,2014-06-28,2014-07-01,3,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,0.213698630136986,0.205479452054795
SIERRA,DOG,PIT BULL,WHITE/BR BRINDLE,Spayed,PUPPY,2016-02-02,K16-018439,DA13,A335477,2016-04-12,2016-04-23,11,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403,"95403
(38.486997, -122.749134)",Female,0.221917808219178,0.191780821917808
EXPRESSO,DOG,GERM SHEPHERD,BLACK/TAN,Neutered,MED,2014-07-06,K15-014827,DS79,A324122,2015-07-08,2015-07-08,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404
(38.458384, -122.675588)",Male,1.00547945205479,1.00547945205479
SADIE,DOG,BOXER/MIX,BR BRINDLE,Spayed,PUPPY,2015-12-04,K16-017632,DI100,A332519,2016-01-28,2016-03-01,33,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401
(38.446019, -122.766748)",Female,0.241095890410959,0.150684931506849
NA,CAT,DOMESTIC LH,BLACK,Neutered,KITTN,2015-09-01,K15-016380,TX,A328286,2015-10-14,2015-11-07,24,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404
(38.458384, -122.675588)",Male,0.183561643835616,0.117808219178082
NA,CAT,DOMESTIC SH,GRAY TABBY,Neutered,SMALL,NA,K16-019291,CS06,A338470,2016-06-15,2016-06-30,15,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,NA,NA
*GRACIE,CAT,DOMESTIC SH,WHITE/GRAY,Spayed,KITTN,2016-07-02,K16-020290,CS04,A340826,2016-08-13,2016-09-09,27,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95404,"95404
(38.458384, -122.675588)",Female,0.189041095890411,0.115068493150685
BRUNO LEE,DOG,POODLE TOY/CAIRN TERRIER,BROWN/SABLE,Neutered,SMALL,2015-02-04,K15-012825,FOSTER,A316879,2015-02-19,2015-04-04,44,STRAY,BORN_HERE,ADOPTION,INTERNET,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95401,"95401
(38.446019, -122.766748)",Male,0.161643835616438,0.0410958904109589
BOOTSIE,CAT,DOMESTIC MH,BRN TABBY,Spayed,SMALL,1995-02-19,K15-012787,SMM,A316794,2015-02-17,2015-02-25,8,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,NA,NA,NA,Female,20.0301369863014,20.0082191780822
*BERNARD,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,2014-04-02,K14-011090,CA02,A312408,2014-10-02,2014-10-04,2,TRANSFER,MUN_SHELT,ADOPTION,INTERNET,HEALTHY,HEALTHY,OUT OF COUNTY,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,0.506849315068493,0.501369863013699
*CINDY,CAT,DOMESTIC SH,GRAY TABBY,Spayed,KITTN,2014-08-24,K14-011664,LOBBY,A313613,2014-11-08,2014-11-18,10,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,WINDSOR,WINDSOR,95492,"95492
(38.541541, -122.809202)",Female,0.235616438356164,0.208219178082192
NA,CAT,DOMESTIC SH,BLACK/BLACK,Unknown,KITTN,2013-11-08,K14-007295,COOLER,A301326,2014-01-08,2014-01-09,1,STRAY,FIELD,DISPOSAL,FRA,UNKNOWN,DEAD,COUNTY,NA,NA,NA,Male,0.16986301369863,0.167123287671233
