"name","type","breed","color","sex","size","date_of_birth","impound_number","kennel_number","animal_id","intake_date","outcome_date","days_in_shelter","intake_type","intake_subtype","outcome_type","outcome_subtype","intake_condition","outcome_condition","intake_jurisdiction","outcome_jurisdiction","outcome_zip_code","location","sex_clean"
"BENJAMIN","DOG","BEAGLE/MIX","BROWN","Neutered","LARGE",2007-03-08,"K16-020138","TRUCK","A026014",2016-08-05,2016-08-05,0,"STRAY","FIELD","RETURN TO OWNER","FLD_MCHIP","HEALTHY","HEALTHY","COUNTY","COUNTY",95446,"95446
(38.510032, -122.996796)","Male"
"MANNY","DOG","CHIHUAHUA SH/MIX","BLACK/TAN","Neutered","SMALL",2007-05-25,"K17-023582","FOSTER","A353159",2017-05-20,2017-07-06,47,"OWNER SURRENDER","OVER THE COUNTER","ADOPTION","REFERRAL-F","HEALTHY","TREATABLE/MANAGEABLE","WINDSOR","COUNTY",95436,"95436
(38.491884, -122.90672)","Male"
"*FIONA","CAT","DOMESTIC SH","GRAY","Spayed","SMALL",2016-05-27,"K16-020613","WESTFARM","A341969",2016-09-06,2016-10-11,35,"STRAY","COMM CAT","ADOPTION","WESTFARM","HEALTHY","HEALTHY","COUNTY","WINDSOR",95492,"95492
(38.541541, -122.809202)","Female"
"KENCIL","DOG","CHIHUAHUA SH","TAN/WHITE","Neutered","TOY",2012-09-18,"K14-010375","DA08","A310346",2014-08-19,2014-09-27,39,"TRANSFER","PRIV_SHELT","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Male"
"*CLAIRE","DOG","BORDER COLLIE/MIX","TRICOLOR","Spayed","MED",2016-04-15,"K17-022600","DI099","A348025",2017-02-21,2017-03-03,10,"ADOPTION RETURN","OVER THE COUNTER","ADOPTION","INTERNET","HEALTHY","HEALTHY","SANTA ROSA","WINDSOR",95492,"95492
(38.541541, -122.809202)","Female"
"RAIDER","DOG","PIT BULL","BR BRINDLE/WHITE","Male","X-LRG",2013-12-06,"K14-011736","DS62","A313911",2014-11-17,2014-11-18,1,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","WINDSOR","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Male"
"LOLO","DOG","PARSON RUSS TER","CREAM","Neutered","PUPPY",2014-01-13,"K14-008062","DA01","A303904",2014-03-13,2014-03-18,5,"OWNER SURRENDER","OVER THE COUNTER","ADOPTION","INTERNET","HEALTHY","HEALTHY","*HEALDSBURG","SANTA ROSA",95409,"95409
(38.458965, -122.630156)","Male"
"WICKETT","DOG","SHIH TZU","BROWN","Neutered","TOY",NA,"K16-019620","DS52","A287807",2016-07-06,2016-07-06,0,"STRAY","OVER THE COUNTER","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Male"
"*TIGER","CAT","DOMESTIC SH","BRN TABBY","Neutered","KITTN",2014-07-11,"K14-010201","49ERPET","A309998",2014-08-09,2014-10-17,69,"STRAY","OVER THE COUNTER","ADOPTION","49ER PET","TREATABLE/REHAB","HEALTHY","COUNTY","*ROHNERT PARK",94928,"94928
(38.346718, -122.695947)","Male"
"BEAR","DOG","ROTTWEILER","BLACK/TAN","Male","X-LRG",2009-09-26,"K14-008174","DS74","A244134",2014-03-25,2014-03-25,0,"STRAY","FIELD","RETURN TO OWNER","RETURN TO OWNER","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95401,"95401
(38.446019, -122.766748)","Male"
"SABBATH","CAT","DOMESTIC SH","BLACK","Neutered","KITTN",2014-09-16,"K14-011981","CI01","A314653",2014-12-05,2015-01-09,35,"STRAY","OVER THE COUNTER","ADOPTION","INTERNET","HEALTHY","HEALTHY","COUNTY","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Male"
"LUNA","DOG","PIT BULL","TAN","Spayed","MED",2014-11-05,"K15-016558","DA10","A329246",2015-10-27,2015-11-07,11,"STRAY","FIELD","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95409,"95409
(38.458965, -122.630156)","Female"
"BRUSKI","DOG","BEAGLE/MIX","TAN","Male","MED",NA,"K16-020558","DS58","A327114",2016-08-31,2016-09-01,1,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","COUNTY","COUNTY",95407,"95407
(38.403734, -122.736775)","Male"
"*CHRIS","CAT","DOMESTIC SH","BRN TABBY","Neutered","KITTN",2014-08-21,"K14-011506","CA02","A313158",2014-10-28,2014-11-21,24,"OWNER SURRENDER","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Male"
"SPEEDY","CAT","DOMESTIC SH","BRN TABBY","Spayed","SMALL",2002-09-30,"K16-020970","CS05","A343051",2016-09-30,2016-10-21,21,"OWNER SURRENDER","OVER THE COUNTER","EUTHANIZE","ILL SEVERE","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","COUNTY",NA,NA,NA,"Female"
"*COMET","CAT","DOMESTIC SH","GRAY TABBY","Neutered","KITTN",2017-06-12,"K17-024815","LOBBY","A356726",2017-08-12,2017-08-24,12,"OWNER SURRENDER","FIELD","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95409,"95409
(38.458965, -122.630156)","Male"
"ROCK","CAT","DOMESTIC SH","BLACK/WHITE","Neutered","SMALL",2005-01-22,"K15-015046","CI01","A324568",2015-07-22,2015-08-14,23,"OWNER SURRENDER","OVER THE COUNTER","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","SANTA ROSA",NA,NA,NA,"Male"
"TOBY","DOG","RHOD RIDGEBACK/MIX","TAN/BROWN","Neutered","LARGE",2010-10-07,"K15-016294","DS56","A328033",2015-10-07,2015-10-07,0,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_MCHIP","HEALTHY","HEALTHY","COUNTY","COUNTY",95436,"95436
(38.491884, -122.90672)","Male"
"INDIANA JONES","CAT","DOMESTIC MH","BRN TABBY/WHITE","Neutered","KITTN",2015-08-03,"K15-016649","LOBBY","A329422",2015-11-03,2015-11-28,25,"STRAY","OVER THE COUNTER","ADOPTION","REFERRAL","HEALTHY","HEALTHY","COUNTY","*HEALDSBURG",95448,"95448
(38.618857, -122.861927)","Male"
"*CONNER","CAT","DOMESTIC SH","BLACK","Neutered","KITTN",2014-04-11,"K14-008733","LOBBY","A306237",2014-05-06,2014-06-06,31,"STRAY","OVER THE COUNTER","ADOPTION","REFERRAL","TREATABLE/REHAB","HEALTHY","COUNTY","COUNTY",95446,"95446
(38.510032, -122.996796)","Male"
"COOKIE","DOG","CHIHUAHUA SH","TAN","Female","TOY",2011-11-20,"K14-011765","DQ115","A313953",2014-11-18,2014-11-20,2,"STRAY","OVER THE COUNTER","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95404,"95404
(38.458384, -122.675588)","Male"
"ROMEO","DOG","BORDER COLLIE","TAN/WHITE","Male","PUPPY",2015-07-31,"K15-015979","DQ115","A326992",2015-09-15,2015-10-22,37,"TRANSFER","MUN_SHELT","TRANSFER","LCACC","HEALTHY","HEALTHY","OUT OF COUNTY","OUT OF COUNTY",95453,"95453
(39.043586, -122.936436)","Male"
"BRADLEY","DOG","ANATOL SHEPHERD/MIX","WHITE/BLACK","Neutered","LARGE",2013-09-01,"K15-015701","DS62","A326441",2015-08-29,2015-09-04,6,"CONFISCATE","FLD_CRUEL","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","COUNTY","COUNTY",95421,"95421
(38.610732, -123.200051)","Male"
"MOLLY","DOG","LABRADOR RETR","BLACK","Spayed","LARGE",2015-03-17,"K16-018656","DA14","A334445",2016-04-29,2016-05-17,18,"OWNER SURRENDER","OVER THE COUNTER","TRANSFER","PETLUMA PP","HEALTHY","HEALTHY","SANTA ROSA","COUNTY",94951,"94951
(38.314417, -122.656863)","Female"
"COCO","DOG","CHIHUAHUA SH/MIX","BLACK/WHITE","Spayed","SMALL",2012-07-27,"K16-019974","MISSING","A340140",2016-07-27,2016-07-28,1,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95401,"95401
(38.446019, -122.766748)","Female"
"LUCY","DOG","GERM SHEPHERD","TAN/BLACK","Spayed","LARGE",2014-09-09,"K16-020429","DI102","A341318",2016-08-23,2016-09-22,30,"STRAY","FIELD","ADOPTION","WALKIN","TREATABLE/REHAB","HEALTHY","COUNTY","OUT OF COUNTY",95479,"95479
","Female"
"JOJO","DOG","RAT TERRIER/MIX","BLACK/TAN","Neutered","MED",NA,"K16-020963","DQ117","A342386",2016-09-30,2017-02-16,139,"CONFISCATE","FLD_CRUEL","EUTHANIZE","AGGRESSIVE","UNTREATABLE","UNTREATABLE","WINDSOR","WINDSOR",95492,"95492
(38.541541, -122.809202)","Male"
"*STEWART","CAT","DOMESTIC SH","GRAY TABBY/WHITE","Neutered","KITTN",2014-10-01,"K14-011919","LOBBY","A314491",2014-12-02,2014-12-17,15,"OWNER SURRENDER","OVER THE COUNTER","ADOPTION","INTERNET","TREATABLE/REHAB","HEALTHY","SANTA ROSA","COUNTY",95472,"95472
(38.394388, -122.850998)","Male"
"*RANGER","DOG","CHIHUAHUA SH/MIX","BROWN","Neutered","SMALL",2014-12-27,"K16-021872","DA06","A346216",2016-12-13,2017-01-04,22,"STRAY","FIELD","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","SANTA ROSA",95409,"95409
(38.458965, -122.630156)","Male"
"LUKE","DOG","LABRADOR RETR","YELLOW","Male","MED",NA,"K17-024040","DS62","A354187",2017-06-21,2017-06-23,2,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_CALL","HEALTHY","HEALTHY","SANTA ROSA","COUNTY",95472,"95472
(38.394388, -122.850998)","Male"
"","CAT","DOMESTIC MH","BLACK","Unknown","SMALL",NA,"K14-009174","RECEIVING","A307715",2014-06-07,2014-06-07,0,"STRAY","FIELD","EUTHANIZE","INJ SEVERE","UNTREATABLE","UNTREATABLE","COUNTY",NA,NA,NA,"Male"
"","CAT","DOMESTIC SH","GRAY","Neutered","SMALL",NA,"K16-017822","CS06","A333138",2016-02-17,2016-02-25,8,"STRAY","COMM CAT","RETURN TO OWNER","COMMCAT","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","COUNTY","COUNTY",95448,"95448
(38.618857, -122.861927)","Male"
"*PENNY","DOG","CHIHUAHUA LH","BLACK/TAN","Spayed","TOY",2013-11-07,"K16-021351","DA02","A344612",2016-10-27,2016-11-12,16,"STRAY","OVER THE COUNTER","ADOPTION","WALKIN","TREATABLE/REHAB","HEALTHY","SANTA ROSA","SANTA ROSA",95404,"95404
(38.458384, -122.675588)","Female"
"GREMLIN","CAT","DOMESTIC MH","GRAY","Neutered","SMALL",2016-07-22,"K17-024511","CS05","A355889",2017-07-22,2017-07-28,6,"OWNER SURRENDER","OVER THE COUNTER","TRANSFER","LITTLE PAW","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95407,"95407
(38.403734, -122.736775)","Male"
"*HARRY","CAT","DOMESTIC SH","GRAY TABBY","Neutered","SMALL",2014-04-14,"K14-010263","LOBBY","A310110",2014-08-13,2014-08-16,3,"STRAY","COMM CAT","ADOPTION","INTERNET","HEALTHY","HEALTHY","WINDSOR","SANTA ROSA",95405,"95405
(38.439152, -122.672541)","Male"
"GRU","DOG","FRENCH BULLDOG","BR BRINDLE","Male","SMALL",NA,"K16-017561","DS52","A332368",2016-01-25,2016-01-26,1,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_MCHIP","HEALTHY","HEALTHY","SANTA ROSA","COUNTY",95476,"95476
(38.280393, -122.464588)","Male"
"D-BO","DOG","CHOW CHOW/LABRADOR RETR","TAN","Male","MED",2000-09-02,"K14-010564","DS69","A310988",2014-09-02,2014-09-02,0,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WALKIN","HEALTHY","HEALTHY","WINDSOR","WINDSOR",95492,"95492
(38.541541, -122.809202)","Male"
"","CAT","DOMESTIC SH","TORTIE","Female","SMALL",NA,"K15-014328","CS06","A322709",2015-06-05,2015-06-30,25,"STRAY","COMM CAT","TRANSFER","FORGOTTEN","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Male"
"*SASHA","DOG","GERM SHEPHERD","TAN","Spayed","LARGE",2016-02-29,"K17-024957","DA36","A357536",2017-08-22,2017-09-22,31,"STRAY","PRIV_SHELT","ADOPTION","SCAS WEB","HEALTHY","HEALTHY","COUNTY","COUNTY",95492,"95492
(38.541541, -122.809202)","Female"
"CAPONE","DOG","ALASKAN HUSKY","BLACK/WHITE","Male","LARGE",2006-04-15,"K16-018453","DS59","A335505",2016-04-13,2016-04-20,7,"STRAY","FIELD","EUTHANIZE","AGGRESSIVE","UNTREATABLE","UNTREATABLE","SANTA ROSA","SANTA ROSA",95407,"95407
(38.403734, -122.736775)","Male"
"","DOG","CHIHUAHUA SH","WHITE/BROWN","Neutered","SMALL",NA,"K17-022777","DS63","A349275",2017-03-13,2017-03-18,5,"STRAY","FIELD","EUTHANIZE","ILL SEVERE","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","COUNTY",NA,NA,NA,"Male"
"LAYLA","DOG","RAT TERRIER/MIX","BR BRINDLE/WHITE","Spayed","SMALL",2009-12-04,"K17-023986","DS90","A292731",2017-06-18,2017-06-20,2,"CONFISCATE","FLD_HOSPTL","RETURN TO OWNER","OVER THE COUNTER_PRVS","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","SANTA ROSA","SANTA ROSA",95409,"95409
(38.458965, -122.630156)","Female"
"","CAT","DOMESTIC MH","GRAY","Unknown","SMALL",NA,"K14-012219","RECEIVING","A315316",2014-12-27,2014-12-27,0,"STRAY","COMM CAT","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","COUNTY",NA,NA,NA,"Male"
"AZUL","DOG","PIT BULL","TAN","Male","MED",2015-06-24,"K17-024084","DS74","A354238",2017-06-23,2017-06-24,1,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","SANTA ROSA","COUNTY",95407,"95407
(38.403734, -122.736775)","Male"
"JASMINE","CAT","DOMESTIC SH","GRAY","Spayed","SMALL",2016-05-27,"K16-020586","LOBBY","A341881",2016-09-02,2016-10-07,35,"STRAY","COMM CAT","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","SANTA ROSA",95405,"95405
(38.439152, -122.672541)","Female"
"LALA","DOG","PIT BULL","TAN/WHITE","Spayed","MED",2006-10-13,"K14-011227","DS87","A312691",2014-10-13,2014-10-14,1,"CONFISCATE","FLD_ARREST","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","COUNTY","COUNTY",95404,"95404
(38.458384, -122.675588)","Female"
"BRODY","DOG","SIBERIAN HUSKY","WHITE/GRAY","Male","MED",2016-06-20,"K17-024000","DS69","A353925",2017-06-20,2017-06-20,0,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95404,"95404
(38.458384, -122.675588)","Male"
"ROSIE","DOG","BICHON FRISE","WHITE","Female","SMALL",2009-03-11,"K16-020773","DS50","A265647",2016-09-15,2016-09-27,12,"CONFISCATE","FLD_ARREST","RETURN TO OWNER","FLD_PRVS","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95407,"95407
(38.403734, -122.736775)","Male"
"AMADEUS","DOG","MIN PINSCHER","RED","Neutered","SMALL",2004-01-29,"K15-012602","DS60","A018973",2015-01-29,2015-02-09,11,"OWNER SURRENDER","OVER THE COUNTER","EUTHANIZE","AGGRESSIVE","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","COUNTY","COUNTY",95407,"95407
(38.403734, -122.736775)","Male"
"OTIS","DOG","PIT BULL","BROWN","Neutered","PUPPY",2014-07-02,"K14-010592","DA16","A311062",2014-09-02,2014-09-06,4,"OWNER SURRENDER","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","*PETALUMA",94952,"94952
(38.236012, -122.730241)","Male"
"*CLAIRE","DOG","CHIHUAHUA SH","BLACK/TAN","Spayed","TOY",2013-01-09,"K14-007304","DA46","A301363",2014-01-09,2014-01-21,12,"STRAY","OVER THE COUNTER","TRANSFER","PETSLIFELN","HEALTHY","HEALTHY","SANTA ROSA","COUNTY",95476,"95476
(38.280393, -122.464588)","Female"
"TOMMY","CAT","DOMESTIC SH","GRAY/WHITE","Neutered","KITTN",2014-04-30,"K14-009055","LOBBY","A307403",2014-05-30,2014-07-05,36,"STRAY","OVER THE COUNTER","ADOPTION","WALKIN","TREATABLE/REHAB","HEALTHY","COUNTY","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Male"
"CHRONOS","DOG","ALASKAN HUSKY","BLACK/WHITE","Neutered","MED",2015-04-19,"K16-017356","DS70","A331576",2016-01-06,2016-01-06,0,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_MCHIP","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95401,"95401
(38.446019, -122.766748)","Male"
"","DOG","GERM SHEPHERD","BLACK/TAN","Male","LARGE",NA,"K17-022915","DS76","A349950",2017-03-25,2017-04-18,24,"STRAY","OVER THE COUNTER","EUTHANIZE","ILL SEVERE","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","SANTA ROSA",NA,NA,NA,"Male"
"","DOG","PIT BULL","BLUE/WHITE","Male","MED",2010-12-26,"K13-007143","DS82","A300917",2013-12-26,2014-01-09,14,"TRANSFER","VET_HOSP","EUTHANIZE","AGGRESSIVE","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","SANTA ROSA",NA,NA,NA,"Male"
"CHEWY","CAT","DOMESTIC LH","ORG TABBY","Neutered","SMALL",2008-01-18,"K17-023191","CA02","A347261",2017-04-19,2017-05-17,28,"OWNER SURRENDER","OVER THE COUNTER","ADOPTION","WALKIN","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","SANTA ROSA","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Male"
"","CAT","DOMESTIC SH","BLACK/WHITE","Spayed","SMALL",NA,"K14-009346","CS06","A308061",2014-06-17,2014-06-20,3,"STRAY","COMM CAT","RETURN TO OWNER","COMMCAT","HEALTHY","HEALTHY","SANTA ROSA","OUT OF COUNTY",94929,"94929
(38.252266, -122.96092)","Female"
"BRODIE","DOG","AMERICAN STAFF/PIT BULL","RED/WHITE","Neutered","MED",2006-02-18,"K16-019246","DS68","A031198",2016-06-11,2016-06-14,3,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","WINDSOR","COUNTY",95492,"95492
(38.541541, -122.809202)","Male"
"SANURA","CAT","DOMESTIC SH","WHITE/BLACK","Spayed","SMALL",2014-09-27,"K15-014156","WESTFARM","A322448",2015-05-27,2015-06-10,14,"OWNER SURRENDER","OVER THE COUNTER","ADOPTION","WESTFARM","HEALTHY","HEALTHY","SANTA ROSA","COUNTY",95404,"95404
(38.458384, -122.675588)","Female"
"BANDITO","CAT","DOMESTIC SH","SLVR TABBY/WHITE","Neutered","KITTN",2016-05-03,"K16-020284","LOBBY","A340820",2016-08-13,2016-08-19,6,"STRAY","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","COUNTY",95403,"95403
(38.486997, -122.749134)","Male"
"TANGY","DOG","AUST KELPIE/MIX","RED","Female","LARGE",2014-01-24,"K17-022322","DI097","A347529",2017-01-24,2017-03-04,39,"STRAY","OVER THE COUNTER","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","COUNTY","OUT OF COUNTY",95443,"95443
(39.029983, -122.737493)","Male"
"TEQUILA","DOG","PIT BULL","GRAY/WHITE","Spayed","LARGE",NA,"K17-023055","DS75","A326066",2017-04-07,2017-04-12,5,"STRAY","MUN_SHELT","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","COUNTY","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Female"
"RICKEY","DOG","FOX TERR SMOOTH","BLACK/WHITE","Neutered","TOY",2015-07-19,"K16-019685","DA09","A339390",2016-07-08,2016-07-20,12,"STRAY","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","COUNTY",95403,"95403
(38.486997, -122.749134)","Male"
"DIXIE","DOG","PARSON RUSS TER/MIX","BLACK/WHITE","Spayed","SMALL",2016-05-03,"K16-021285","DA01","A344163",2016-10-24,2016-11-09,16,"STRAY","VET_HOSP","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","WINDSOR",95492,"95492
(38.541541, -122.809202)","Female"
"*JON","CAT","DOMESTIC LH","BUFF","Neutered","KITTN",2017-05-02,"K17-024346","LOBBY","A354883",2017-07-11,2017-07-22,11,"STRAY","COMM CAT","ADOPTION","SCAS WEB","HEALTHY","HEALTHY","COUNTY","*PETALUMA",94954,"94954
(38.245316, -122.59871)","Male"
"BUDDY","DOG","GERM SH POINT/MIX","LIVER/WHITE","Male","LARGE",2003-07-01,"K15-012493","DS86","A315972",2015-01-20,2015-01-27,7,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","WINDSOR","COUNTY",95492,"95492
(38.541541, -122.809202)","Male"
"*BALTO","DOG","SIBERIAN HUSKY","BLACK/WHITE","Neutered","MED",2013-08-05,"K16-020136","DA43","A340569",2016-08-05,2016-12-07,124,"STRAY","FIELD","ADOPTION","INTERNET","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95409,"95409
(38.458965, -122.630156)","Male"
"KOBE","DOG","WELSH CORGI CAR/MIX","BROWN/WHITE","Neutered","MED",2011-12-01,"K14-012125","DS63","A283576",2014-12-17,2014-12-18,1,"STRAY","OVER THE COUNTER","RETURN TO OWNER","OVER THE COUNTER_LIC","HEALTHY","HEALTHY","COUNTY","*COTATI",94931,"94931
(38.325442, -122.71081)","Male"
"*BRUT","CAT","DOMESTIC SH","GRAY TABBY","Neutered","SMALL",2013-05-04,"K15-013715","CS05","A321116",2015-04-28,2015-05-13,15,"STRAY","FIELD","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","*HEALDSBURG",95448,"95448
(38.618857, -122.861927)","Male"
"","CAT","DOMESTIC SH","BRN TABBY/WHITE","Unknown","KITTN",2016-06-21,"K16-019467","RECEIVING","A339034",2016-06-28,2016-06-28,0,"STRAY","FIELD","EUTHANIZE","UNDERAGEWT","UNTREATABLE","UNTREATABLE","COUNTY",NA,NA,NA,"Male"
"COCO","DOG","CHIHUAHUA SH","TAN/WHITE","Spayed","SMALL",2013-08-26,"K14-007783","DA47","A302934",2014-02-19,2014-03-01,10,"TRANSFER","PRIV_SHELT","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","COUNTY",95472,"95472
(38.394388, -122.850998)","Female"
"TANK","DOG","MASTIFF","BR BRINDLE","Neutered","LARGE",2014-03-18,"K15-013125","DQ108","A313927",2015-03-12,2015-04-16,35,"OWNER SURRENDER","OVER THE COUNTER","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95401,"95401
(38.446019, -122.766748)","Male"
"*POPPET","DOG","ENG POINTER/MIX","WHITE/BLACK","Spayed","LARGE",2015-04-12,"K16-020587","DA39","A341882",2016-09-02,2016-11-03,62,"STRAY","OVER THE COUNTER","ADOPTION","INTERNET","HEALTHY","HEALTHY","SANTA ROSA","*CLOVERDALE",95425,"95425
(38.790859, -123.010876)","Female"
"KILO","DOG","BOXER","WHITE/BLACK","Neutered","LARGE",2011-01-01,"K17-023958","DS83","A343913",2017-06-16,2017-06-17,1,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_MCHIP","HEALTHY","HEALTHY","COUNTY","COUNTY",95404,"95404
(38.458384, -122.675588)","Male"
"BABY","CAT","DOMESTIC LH","WHITE","Spayed","SMALL",2008-10-28,"K16-018085","CS05","A240895",2016-03-15,2016-05-26,72,"OWNER SURRENDER","OVER THE COUNTER","ADOPTION","INTERNET","HEALTHY","HEALTHY","COUNTY","OUT OF COUNTY",94558,"94558
(38.383156, -122.289164)","Female"
"TT","DOG","CHIHUAHUA SH/MIX","FAWN/BLACK","Female","SMALL",2015-04-05,"K16-018333","DS51","A335175",2016-04-05,2016-04-07,2,"CONFISCATE","FLD_HOSPTL","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","COUNTY","OUT OF COUNTY",53126,"53126
(42.784987, -87.980634)","Male"
"LEVI","DOG","DACHSHUND/MIX","BROWN","Spayed","SMALL",2011-06-16,"K17-023773","DA07","A353535",2017-06-03,2017-06-21,18,"STRAY","OVER THE COUNTER","ADOPTION","SCAS WEB","HEALTHY","HEALTHY","COUNTY","COUNTY",95407,"95407
(38.403734, -122.736775)","Female"
"*KAL","CAT","DOMESTIC SH","GRAY","Neutered","KITTN",2015-03-10,"K15-013109","LOBBY","A317849",2015-03-11,2015-05-19,69,"STRAY","OVER THE COUNTER","ADOPTION","WALKIN","TREATABLE/REHAB","HEALTHY","COUNTY","*ROHNERT PARK",94928,"94928
(38.346718, -122.695947)","Male"
"SHAKIRA","DOG","SHIH TZU/YORKSHIRE TERR","GRAY/BLACK","Female","TOY",2009-07-22,"K17-024516","DS93","A355894",2017-07-22,2017-07-31,9,"OWNER SURRENDER","OVER THE COUNTER","TRANSFER","HSSC","UNKNOWN","TREATABLE/REHAB","SANTA ROSA","COUNTY",95407,"95407
(38.403734, -122.736775)","Male"
"APPLE","DOG","CHIHUAHUA SH","WHITE","Spayed","TOY",2012-06-12,"K15-014282","DA42","A322631",2015-06-03,2015-06-16,13,"STRAY","OVER THE COUNTER","ADOPTION","INTERNET","HEALTHY","HEALTHY","SANTA ROSA","*ROHNERT PARK",94928,"94928
(38.346718, -122.695947)","Female"
"CHARLIE","DOG","STAFFORDSHIRE","BLACK/WHITE","Female","LARGE",2014-09-02,"K15-014703","DS81","A323900",2015-07-01,2015-07-02,1,"STRAY","OVER THE COUNTER","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","COUNTY","COUNTY",95436,"95436
(38.491884, -122.90672)","Male"
"CHEWY","DOG","CHIHUAHUA SH/MIX","TAN","Neutered","SMALL",2008-02-01,"K16-022040","TRUCK","A234936",2016-12-28,2016-12-28,0,"STRAY","FIELD","RETURN TO OWNER","FLD_MCHIP","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Male"
"*BENTLEY","CAT","DOMESTIC MH","GRAY/WHITE","Neutered","KITTN",2017-02-15,"K17-022769","LOBBY","A349267",2017-03-11,2017-04-15,35,"STRAY","OVER THE COUNTER","ADOPTION","REFERRAL","TREATABLE/REHAB","HEALTHY","SANTA ROSA","WINDSOR",95492,"95492
(38.541541, -122.809202)","Male"
